CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Lapeer County,50,26,87,7,0,88199,44670,43529,42801,42221,875,185,234,212,174,304,7,4,579,603,43361,42802,1060,391,535,522,288,407,20,18,42673,41552,40960,40392,840,155,180,157,164,297,6,3,523,548,41466,40921,1010,339,440,433,273,397,18,16,1997,1977,1841,1829,35,30,54,55,10,7,1,1,56,55,1895,1881,50,52,95,89,15,10,2,2
Laramie County,50,56,21,7,0,96469,48621,47848,44193,44043,1927,1233,630,622,535,674,84,65,1252,1211,45386,45190,2391,1696,1141,1086,892,1021,155,128,41608,41102,37959,38045,1751,1073,350,348,477,620,59,46,1012,970,38924,38974,2133,1451,719,674,791,916,114,98,7013,6746,6234,5998,176,160,280,274,58,54,25,19,240,241,6462,6216,258,245,422,412,101,105,41,30
Larimer County,50,8,69,7,0,324657,161794,162863,150658,151819,2016,1507,1604,1650,3459,3840,176,167,3881,3880,154362,155514,3053,2553,3139,3193,5005,5354,395,408,143370,145274,134422,136446,1731,1251,740,709,3281,3692,126,116,3070,3060,137364,139375,2593,2119,1765,1732,4624,5015,302,309,18424,17589,16236,15373,285,256,864,941,178,148,50,51,811,820,16998,16139,460,434,1374,1461,381,339,93,99
Larue County,50,21,123,7,0,14172,7025,7147,6629,6782,252,197,21,25,13,22,7,4,103,117,6728,6898,311,259,69,73,17,34,9,8,6769,6978,6389,6625,246,193,19,19,12,22,3,4,100,115,6486,6739,302,253,66,66,16,33,5,8,256,169,240,157,6,4,2,6,1,0,4,0,3,2,242,159,9,6,3,7,1,1,4,0
Las Animas County,50,8,71,7,0,14071,7284,6787,6571,6268,212,56,268,225,71,81,8,9,154,148,6715,6407,249,87,370,326,96,95,17,21,4184,3893,3782,3616,184,39,95,77,53,74,3,3,67,84,3844,3696,204,59,133,128,68,85,6,10,3100,2894,2789,2652,28,17,173,148,18,7,5,6,87,64,2871,2711,45,28,237,198,28,10,11,11
Lassen County,50,6,35,7,0,31732,20228,11504,15784,10097,2636,155,833,498,278,177,135,88,562,489,16300,10542,2776,291,1136,769,409,275,176,117,15754,10102,11962,8959,2538,139,522,356,203,161,125,85,404,402,12322,9320,2649,248,733,577,299,248,161,111,4474,1402,3822,1138,98,16,311,142,75,16,10,3,158,87,3978,1222,127,43,403,192,110,27,15,6
Latah County,50,16,57,7,0,38585,19858,18727,18429,17543,246,125,188,147,436,393,34,33,525,486,18928,18014,349,217,407,354,651,579,78,73,19054,17949,17749,16878,226,109,140,127,429,390,32,20,478,425,18205,17291,317,187,331,296,630,564,72,56,804,778,680,665,20,16,48,20,7,3,2,13,47,61,723,723,32,30,76,58,21,15,6,17
Latimer County,50,40,77,7,0,10637,5392,5245,3716,3623,83,45,1150,1107,17,33,1,1,425,436,4119,4046,131,88,1536,1497,26,45,10,6,5207,5068,3624,3535,80,42,1081,1052,16,33,1,1,405,405,4008,3930,124,80,1449,1420,25,40,10,4,185,177,92,88,3,3,69,55,1,0,0,0,20,31,111,116,7,8,87,77,1,5,0,2
Lauderdale County,150,76,249,21,0,199811,97268,102543,69183,72162,25603,27729,430,448,758,848,57,42,1237,1314,70277,73360,26315,28509,889,900,973,1058,117,95,94759,100408,67236,70534,25345,27487,344,343,710,811,23,22,1101,1211,68229,71642,25984,28210,741,753,887,999,69,69,2509,2135,1947,1628,258,242,86,105,48,37,34,20,136,103,2048,1718,331,299,148,147,86,59,48,26
Laurel County,50,21,125,7,0,60036,29416,30620,28552,29765,286,219,92,111,161,182,8,6,317,337,28857,30092,416,322,269,326,196,217,21,17,28947,30228,28154,29435,270,207,66,88,159,180,3,3,295,315,28437,29742,390,304,227,285,193,212,15,14,469,392,398,330,16,12,26,23,2,2,5,3,22,22,420,350,26,18,42,41,3,5,6,3
Laurens County,100,58,234,14,0,114275,54932,59343,37597,39427,16004,18546,179,202,380,404,47,33,725,731,38253,40080,16472,19018,412,418,477,512,73,68,52748,57408,35829,37878,15771,18301,107,153,354,388,21,18,666,670,36435,38479,16208,18736,316,339,438,488,42,51,2184,1935,1768,1549,233,245,72,49,26,16,26,15,59,61,1818,1601,264,282,96,79,39,24,31,17
Lavaca County,50,48,285,7,0,19692,9574,10118,8696,9188,660,702,59,58,29,40,8,8,122,122,8810,9302,720,763,108,104,49,58,19,15,7831,8352,7087,7573,603,635,20,21,23,37,8,8,90,78,7171,7647,650,682,52,48,38,44,12,11,1743,1766,1609,1615,57,67,39,37,6,3,0,0,32,44,1639,1655,70,81,56,56,11,14,7,4
Lawrence County,550,293,1001,77,0,396112,195355,200757,180545,186931,8741,7358,1873,1833,766,1045,54,52,3376,3538,183757,190346,10126,8858,3646,3602,1156,1408,148,145,190659,196939,176558,183681,8530,7226,1669,1668,721,1022,28,33,3153,3309,179562,186880,9816,8638,3308,3308,1086,1362,114,117,4696,3818,3987,3250,211,132,204,165,45,23,26,19,223,229,4195,3466,310,220,338,294,70,46,34,28
Le Flore County,50,40,79,7,0,49810,24902,24908,19108,19565,722,451,3433,3245,142,171,49,39,1448,1437,20499,20954,882,616,4722,4504,214,229,65,62,23129,23353,17655,18256,691,434,3247,3100,132,164,27,22,1377,1377,18978,19587,842,590,4475,4312,200,218,41,43,1773,1555,1453,1309,31,17,186,145,10,7,22,17,71,60,1521,1367,40,26,247,192,14,11,24,19
Le Sueur County,50,27,79,7,0,27748,14006,13742,13584,13349,107,74,55,61,83,107,1,4,176,147,13750,13489,164,125,136,127,134,147,7,9,13206,12960,12830,12605,101,63,44,47,73,102,1,4,157,139,12977,12737,151,112,112,107,123,142,7,9,800,782,754,744,6,11,11,14,10,5,0,0,19,8,773,752,13,13,24,20,11,5,0,0
Lea County,50,35,25,7,0,69930,36049,33881,32781,31175,1688,1370,721,584,214,226,46,38,599,488,33343,31634,1954,1584,1012,833,282,274,69,56,15799,15216,13558,13384,1380,1116,298,234,161,182,17,15,385,285,13917,13653,1560,1247,476,369,202,209,35,26,20250,18665,19223,17791,308,254,423,350,53,44,29,23,214,203,19426,17981,394,337,536,464,80,65,34,30
Leake County,50,28,79,7,0,23191,12063,11128,5847,5736,5296,4447,791,778,31,44,6,0,92,123,5922,5843,5348,4522,841,833,50,60,10,4,11533,10697,5549,5492,5247,4402,653,673,20,30,4,0,60,100,5598,5580,5282,4464,681,720,29,39,4,2,530,431,298,244,49,45,138,105,11,14,2,0,32,23,324,263,66,58,160,113,21,21,6,2
Leavenworth County,50,20,103,7,0,78784,42078,36706,34959,31971,4923,2684,423,272,509,594,90,81,1174,1104,36035,32997,5445,3179,861,681,859,904,157,150,38916,34495,32231,30160,4732,2549,333,208,480,577,75,67,1065,934,33213,31031,5213,2969,708,537,798,846,139,127,3162,2211,2728,1811,191,135,90,64,29,17,15,14,109,170,2822,1966,232,210,153,144,61,58,18,23
Lebanon County,50,42,75,7,0,136196,66837,69359,62446,65113,2371,1975,227,211,815,1016,32,32,946,1012,63325,66049,2943,2598,473,453,1006,1210,65,86,58866,61642,55880,58757,1440,1097,72,82,759,968,17,20,698,718,56532,59433,1845,1516,245,240,915,1132,41,53,7971,7717,6566,6356,931,878,155,129,56,48,15,12,248,294,6793,6616,1098,1082,228,213,91,78,24,33
Lee County,600,297,1388,84,0,1154277,569528,584749,467950,478798,80008,83649,3253,2572,8835,10296,682,523,8800,8911,475779,486690,84872,88579,5760,5149,11187,12596,1201,1078,485932,506993,392726,408391,76036,79837,1475,1323,8400,9883,237,246,7058,7313,398975,414846,79862,83813,3413,3370,10416,11884,649,708,83596,77756,75224,70407,3972,3812,1778,1249,435,413,445,277,1742,1598,76804,71844,5010,4766,2347,1779,771,712,552,370
Leelanau County,50,26,89,7,0,21884,10754,11130,10104,10371,46,62,385,423,54,72,2,2,163,200,10259,10562,91,116,493,551,76,94,6,10,10270,10699,9740,10079,38,55,302,326,53,72,2,1,135,166,9869,10236,72,95,392,433,71,93,6,9,484,431,364,292,8,7,83,97,1,0,0,1,28,34,390,326,19,21,101,118,5,1,0,1
Leflore County,50,28,83,7,0,31526,15141,16385,3941,4018,10907,12093,79,45,118,91,2,0,94,138,4019,4134,10960,12179,121,107,136,110,8,3,14693,16032,3686,3804,10803,12005,16,17,115,91,2,0,71,115,3745,3899,10847,12080,45,66,128,103,4,3,448,353,255,214,104,88,63,28,3,0,0,0,23,23,274,235,113,99,76,41,8,7,4,0
Lehigh County,50,42,77,7,0,358286,174424,183862,147169,156131,15210,15204,1432,1450,6115,6473,252,258,4246,4346,151054,160107,18092,18246,2460,2503,7088,7404,428,439,135801,144889,117273,126131,9775,9601,217,222,5833,6139,43,48,2660,2748,119716,128660,11470,11397,771,796,6565,6859,141,157,38623,38973,29896,30000,5435,5603,1215,1228,282,334,209,210,1586,1598,31338,31447,6622,6849,1689,1707,523,545,287,282
Lemhi County,50,16,59,7,0,7725,3932,3793,3779,3632,13,16,41,47,16,26,1,1,82,71,3858,3701,35,31,82,94,36,35,7,7,3812,3670,3687,3531,12,15,31,36,12,25,1,1,69,62,3755,3592,31,26,65,78,27,32,6,6,120,123,92,101,1,1,10,11,4,1,0,0,13,9,103,109,4,5,17,16,9,3,1,1
Lenawee County,50,26,91,7,0,98780,49977,48803,46388,46577,2104,702,311,253,197,318,26,11,951,942,47290,47480,2568,1165,694,636,349,454,58,34,46124,45121,42924,43262,1982,560,207,187,179,289,19,6,813,817,43695,44044,2382,966,518,500,316,417,47,28,3853,3682,3464,3315,122,142,104,66,18,29,7,5,138,125,3595,3436,186,199,176,136,33,37,11,6
Lenoir County,50,37,107,7,0,58399,27884,30515,16063,16705,10994,13025,204,170,200,235,56,39,367,341,16365,16993,11223,13233,325,282,287,304,78,69,25501,28652,14095,15192,10819,12823,82,105,163,207,11,14,331,311,14368,15454,11030,13016,187,202,240,271,29,41,2383,1863,1968,1513,175,202,122,65,37,28,45,25,36,30,1997,1539,193,217,138,80,47,33,49,28
Leon County,100,60,362,14,0,300855,143380,157475,93793,98985,41259,49665,526,572,4781,4810,109,91,2912,3352,96297,101853,42814,51447,1305,1524,5770,5913,260,260,133848,147264,85587,90449,40453,48630,386,423,4687,4708,75,72,2660,2982,87860,92988,41868,50206,1087,1255,5630,5732,207,221,9532,10211,8206,8536,806,1035,140,149,94,102,34,19,252,370,8437,8865,946,1241,218,269,140,181,53,39
Leslie County,50,21,131,7,0,10882,5382,5500,5301,5421,18,19,8,8,12,7,0,1,43,44,5343,5465,34,38,27,30,20,10,2,2,5358,5475,5280,5399,18,19,6,5,12,7,0,1,42,44,5321,5443,33,38,25,27,20,10,2,2,24,25,21,22,0,0,2,3,0,0,0,0,1,0,22,22,1,0,2,3,0,0,0,0
Letcher County,50,21,133,7,0,23365,11494,11871,11311,11697,67,61,24,17,19,23,0,0,73,73,11382,11769,100,91,60,57,28,28,1,1,11402,11787,11228,11617,67,61,17,15,19,23,0,0,71,71,11297,11687,98,90,53,53,28,28,1,1,92,84,83,80,0,0,7,2,0,0,0,0,2,2,85,82,2,1,7,4,0,0,0,0
Levy County,50,12,75,7,0,39508,19420,20088,17010,17478,1798,1967,132,143,127,159,19,14,334,327,17330,17791,1940,2110,295,294,158,193,31,28,17738,18562,15503,16132,1719,1905,87,79,117,150,10,7,302,289,15791,16409,1842,2028,242,215,144,180,21,20,1682,1526,1507,1346,79,62,45,64,10,9,9,7,32,38,1539,1382,98,82,53,79,14,13,10,8
Lewis County,350,256,539,49,0,158493,79143,79350,74914,75346,964,660,973,888,471,686,120,103,1701,1667,76507,76921,1433,1125,1884,1791,831,996,234,219,74553,75279,70910,71837,888,591,721,660,433,637,93,79,1508,1475,72327,73238,1319,1011,1498,1436,762,921,193,177,4590,4071,4004,3509,76,69,252,228,38,49,27,24,193,192,4180,3683,114,114,386,355,69,75,41,42
Lewis and Clark County,50,30,49,7,0,65904,32485,33419,30549,31471,182,134,744,718,176,285,37,27,797,784,31314,32233,302,240,1302,1272,328,435,76,64,31543,32377,29810,30625,169,122,663,622,171,278,33,25,697,705,30481,31312,276,216,1154,1120,299,409,61,60,942,1042,739,846,13,12,81,96,5,7,4,2,100,79,833,921,26,24,148,152,29,26,15,4
Lexington County,50,45,63,7,0,277488,135597,141891,110051,113759,19857,22289,817,617,2289,2639,117,112,2466,2475,112294,115984,21217,23711,1689,1483,2826,3192,212,199,126855,134790,102613,107733,19175,21688,554,471,2219,2570,70,75,2224,2253,104644,109770,20423,22986,1311,1231,2702,3076,143,151,8742,7101,7438,6026,682,601,263,146,70,69,47,37,242,222,7650,6214,794,725,378,252,124,116,69,48
Lexington city,50,51,678,7,0,7149,4014,3135,3412,2648,346,332,9,10,146,87,3,2,98,56,3497,2698,387,358,35,26,188,110,10,3,3853,3024,3268,2548,336,327,9,10,144,87,3,1,93,51,3348,2593,374,350,34,26,185,108,10,2,161,111,144,100,10,5,0,0,2,0,0,1,5,5,149,105,13,8,1,0,3,2,0,1
Liberty County,200,103,598,28,0,154067,78144,75923,55539,53511,18584,18176,720,709,1005,1110,225,247,2071,2170,57349,55399,19835,19523,1369,1348,1519,1649,367,419,65257,64185,44377,43492,17761,17320,358,377,892,1015,174,191,1695,1790,45867,45053,18797,18439,835,868,1333,1466,276,329,12887,11738,11162,10019,823,856,362,332,113,95,51,56,376,380,11482,10346,1038,1084,534,480,186,183,91,90
Licking County,50,39,89,7,0,169407,83060,86347,77064,80343,3364,3131,268,257,661,855,38,26,1665,1735,78652,82002,4320,4119,762,774,984,1170,85,82,81662,84857,75901,79095,3277,3062,226,218,648,828,27,18,1583,1636,77417,80666,4190,3998,689,690,952,1131,70,68,1398,1490,1163,1248,87,69,42,39,13,27,11,8,82,99,1235,1336,130,121,73,84,32,39,15,14
Limestone County,100,49,376,14,0,114033,57621,56412,46711,46011,8505,7903,513,476,631,795,92,88,1169,1139,47800,47074,9036,8440,1034,956,839,977,129,137,52048,51776,41899,42048,8263,7674,314,294,608,774,35,30,929,956,42773,42943,8698,8120,707,688,771,935,55,69,5573,4636,4812,3963,242,229,199,182,23,21,57,58,240,183,5027,4131,338,320,327,268,68,42,74,68
Lincoln County,1150,747,1735,161,0,593218,296387,296831,269650,271350,15690,13847,3964,3844,1624,2233,195,227,5264,5330,274574,276411,17362,15492,7003,6920,2494,3017,440,482,280539,282771,255804,258999,15224,13457,3171,3239,1518,2138,131,164,4691,4774,260205,263542,16739,14950,5833,5952,2282,2839,331,384,15848,14060,13846,12351,466,390,793,605,106,95,64,63,573,556,14369,12869,623,542,1170,968,212,178,109,98
Lincoln Parish,50,22,61,7,0,47429,23061,24368,13171,13038,9001,10614,96,93,456,347,28,17,309,259,13435,13251,9164,10763,218,199,533,409,47,29,22374,23762,12647,12578,8903,10536,82,59,448,339,11,10,283,240,12891,12775,9052,10673,192,157,517,398,30,21,687,606,524,460,98,78,14,34,8,8,17,7,26,19,544,476,112,90,26,42,16,11,17,8
Linn County,200,109,378,28,0,358910,177236,181674,162473,167201,5777,4944,1264,1338,2901,3405,220,223,4601,4563,166842,171557,7788,6902,3040,3026,3967,4500,451,476,168412,173549,154854,160279,5520,4688,907,980,2827,3323,183,189,4121,4090,158778,164208,7383,6511,2376,2383,3822,4327,387,406,8824,8125,7619,6922,257,256,357,358,74,82,37,34,480,473,8064,7349,405,391,664,643,145,173,64,70
Lipscomb County,50,48,295,7,0,3565,1826,1739,1702,1619,42,23,28,46,7,10,2,4,45,37,1745,1654,58,37,47,66,19,13,4,7,1224,1212,1158,1137,15,14,14,25,6,10,0,0,31,26,1188,1162,26,25,23,38,17,11,2,3,602,527,544,482,27,9,14,21,1,0,2,4,14,11,557,492,32,12,24,28,2,2,2,4
Litchfield County,50,9,5,7,0,184910,91112,93798,85879,88722,1828,1564,271,256,1559,1787,62,52,1513,1417,87295,90033,2516,2232,763,723,1984,2151,125,119,85987,88847,81612,84593,1412,1167,165,141,1521,1750,32,32,1245,1164,82777,85671,1946,1681,561,516,1912,2090,79,88,5125,4951,4267,4129,416,397,106,115,38,37,30,20,268,253,4518,4362,570,551,202,207,72,61,46,31
Little River County,50,5,81,7,0,12531,6161,6370,4711,4767,1181,1303,119,120,20,28,5,2,125,150,4832,4911,1226,1365,194,197,30,40,8,8,5967,6171,4552,4616,1172,1289,105,104,20,28,4,2,114,132,4662,4743,1212,1346,175,173,29,37,6,5,194,199,159,151,9,14,14,16,0,0,1,0,11,18,170,168,14,19,19,24,1,3,2,3
Live Oak County,50,48,297,7,0,12081,6498,5583,5766,5382,532,61,88,61,49,29,3,2,60,48,5821,5425,563,77,112,88,62,34,6,7,4091,3464,3470,3328,473,44,50,34,48,25,2,1,48,32,3513,3356,499,55,68,53,61,28,4,4,2407,2119,2296,2054,59,17,38,27,1,4,1,1,12,16,2308,2069,64,22,44,35,1,6,2,3
Livingston County,250,129,505,35,0,311913,155221,156692,147965,150277,3245,2017,624,575,1217,1701,86,63,2084,2059,149928,152223,3923,2737,1515,1408,1857,2290,169,153,150632,152812,144017,146913,2997,1846,495,462,1179,1668,68,51,1876,1872,145788,148689,3598,2483,1250,1189,1788,2231,140,134,4589,3880,3948,3364,248,171,129,113,38,33,18,12,208,187,4140,3534,325,254,265,219,69,59,29,19
Livingston Parish,50,22,63,7,0,135717,66934,68783,61243,62746,4233,4404,301,336,348,500,18,26,791,771,61988,63474,4555,4714,648,696,517,648,36,40,64353,66633,58934,60857,4127,4326,240,282,326,474,16,24,710,670,59603,61491,4421,4601,542,584,482,605,32,33,2581,2150,2309,1889,106,78,61,54,22,26,2,2,81,101,2385,1983,134,113,106,112,35,43,4,7
Llano County,50,48,299,7,0,19440,9421,10019,9042,9614,128,119,85,97,43,66,3,4,120,119,9152,9726,169,158,155,172,62,76,9,7,8519,9038,8222,8722,107,96,54,59,39,62,2,3,95,96,8309,8811,141,129,107,120,55,70,7,5,902,981,820,892,21,23,31,38,4,4,1,1,25,23,843,915,28,29,48,52,7,6,2,2
Logan County,500,273,894,70,0,232090,116431,115659,105632,106172,6192,4772,1386,1234,779,893,48,40,2394,2548,107872,108566,7243,5900,2607,2495,1080,1175,139,145,111032,111588,100996,102724,5959,4619,1135,1035,743,857,37,36,2162,2317,103016,104911,6932,5665,2221,2157,1006,1106,111,127,5399,4071,4636,3448,233,153,251,199,36,36,11,4,232,231,4856,3655,311,235,386,338,74,69,28,18
Long County,50,13,183,7,0,17176,8651,8525,5954,5770,2234,2169,66,63,74,136,42,44,281,343,6186,6056,2407,2375,148,163,159,234,63,78,7605,7579,5117,5066,2100,2031,46,42,63,121,41,39,238,280,5317,5297,2247,2200,107,112,136,206,58,69,1046,946,837,704,134,138,20,21,11,15,1,5,43,63,869,759,160,175,41,51,23,28,5,9
Lonoke County,50,5,85,7,0,71488,35311,36177,32118,32449,2046,2349,245,257,236,445,44,25,622,652,32703,33050,2266,2592,517,531,411,613,68,58,33777,34865,30770,31305,2020,2305,190,210,222,428,14,19,561,598,31303,31855,2221,2530,423,454,382,586,31,47,1534,1312,1348,1144,26,44,55,47,14,17,30,6,61,54,1400,1195,45,62,94,77,29,27,37,11
Lorain County,50,39,93,7,0,304187,149928,154259,129359,134461,14271,12769,550,580,1574,2005,95,106,4079,4338,133217,138537,16989,15698,1702,1814,2201,2660,198,213,135758,140152,117742,123062,12798,11251,310,325,1498,1904,27,34,3383,3576,120957,126451,15076,13672,1190,1261,2036,2467,96,109,14170,14107,11617,11399,1473,1518,240,255,76,101,68,72,696,762,12260,12086,1913,2026,512,553,165,193,102,104
Los Alamos County,50,35,28,7,0,17718,8980,8738,7957,7782,75,55,112,117,620,551,7,9,209,224,8147,7997,124,107,195,207,701,637,23,22,7595,7177,6677,6338,68,46,71,63,610,546,4,6,165,178,6828,6508,104,84,134,130,678,621,17,16,1385,1561,1280,1444,7,9,41,54,10,5,3,3,44,46,1319,1489,20,23,61,77,23,16,6,6
Los Angeles County,50,6,37,7,0,10109436,4980305,5129131,3602813,3603531,436701,488513,75524,72385,701506,795537,18771,19086,144990,150079,3728198,3732553,481911,536904,116835,116296,779611,874975,32985,34084,2543766,2677722,1364525,1349954,388121,437118,9620,10304,671672,765439,11775,12160,98053,102747,1448574,1437462,418800,470415,30176,33313,730731,825766,21855,22936,2436539,2451409,2238288,2253577,48580,51395,65904,62081,29834,30098,6996,6926,46937,47332,2279624,2295091,63111,66489,86659,82983,48880,49209,11130,11148
Loudon County,50,47,105,7,0,50722,24862,25860,23691,24801,434,367,142,109,196,229,58,43,341,311,24013,25097,582,514,311,239,247,276,66,54,22718,23991,21776,23118,399,332,79,63,177,206,15,11,272,261,22035,23369,521,456,205,169,217,244,19,18,2144,1869,1915,1683,35,35,63,46,19,23,43,32,69,50,1978,1728,61,58,106,70,30,32,47,36
Loudoun County,50,51,107,7,0,363494,180442,183052,128238,128655,13951,14291,904,836,30707,32469,191,251,6451,6550,134247,134723,16303,16814,1901,1902,34567,36255,443,509,155851,159049,106353,107335,12933,13387,327,317,30409,32093,113,155,5716,5762,111693,112693,14928,15523,1085,1112,33985,35583,324,355,24591,24003,21885,21320,1018,904,577,519,298,376,78,96,735,788,22554,22030,1375,1291,816,790,582,672,119,154
Louisa County,100,70,224,14,0,45491,22600,22891,18993,19070,2817,3029,101,109,254,210,16,17,419,456,19383,19495,3077,3335,223,236,325,268,37,32,21207,21620,17726,17922,2764,2983,77,82,247,203,15,16,378,414,18078,18307,3004,3270,182,189,309,256,34,30,1393,1271,1267,1148,53,46,24,27,7,7,1,1,41,42,1305,1188,73,65,41,47,16,12,3,2
Loup County,50,31,115,7,0,587,304,283,302,280,1,2,1,0,0,0,0,0,0,1,302,281,1,3,1,0,0,0,0,0,298,275,296,273,1,2,1,0,0,0,0,0,0,0,296,273,1,2,1,0,0,0,0,0,6,8,6,7,0,0,0,0,0,0,0,0,0,1,6,8,0,1,0,0,0,0,0,0
Love County,50,40,85,7,0,9767,4833,4934,4114,4131,104,104,355,379,30,33,0,2,230,285,4332,4405,151,161,535,606,44,42,2,6,4095,4243,3481,3585,97,91,290,305,30,32,0,1,197,229,3669,3806,140,138,442,485,41,39,1,4,738,691,633,546,7,13,65,74,0,1,0,1,33,56,663,599,11,23,93,121,3,3,1,2
Loving County,50,48,301,7,0,87,49,38,47,37,0,0,2,1,0,0,0,0,0,0,47,37,0,0,2,1,0,0,0,0,42,28,40,27,0,0,2,1,0,0,0,0,0,0,40,27,0,0,2,1,0,0,0,0,7,10,7,10,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0
Lowndes County,150,42,357,21,0,183868,89151,94717,50532,51323,35556,39969,351,364,1113,1376,121,99,1478,1586,51766,52666,36403,40877,811,860,1600,1892,223,221,85218,91166,47555,48674,35068,39515,206,231,1051,1329,81,67,1257,1350,48611,49815,35787,40291,561,621,1478,1787,158,162,3933,3551,2977,2649,488,454,145,133,62,47,40,32,221,236,3155,2851,616,586,250,239,122,105,65,59
Lubbock County,50,48,303,7,0,295039,145864,149175,126616,129966,11371,11727,1673,1606,3567,3237,176,231,2461,2408,128816,132101,12409,12754,2563,2455,4304,3933,377,438,95891,99004,79848,83174,10330,10542,580,528,3381,2998,95,135,1657,1627,81299,84599,11051,11250,1085,1021,3959,3531,241,299,49973,50171,46768,46792,1041,1185,1093,1078,186,239,81,96,804,781,47517,47502,1358,1504,1478,1434,345,402,136,139
Lucas County,100,58,212,14,0,443288,215007,228281,163981,171752,40331,45339,842,894,3665,3879,117,93,6071,6324,169687,177652,44571,49805,2380,2552,4745,4949,254,246,200571,213539,152156,159983,39044,43846,496,474,3553,3759,72,52,5250,5425,157093,165053,42719,47679,1741,1800,4507,4703,172,159,14436,14742,11825,11769,1287,1493,346,420,112,120,45,41,821,899,12594,12599,1852,2126,639,752,238,246,82,87
Luce County,50,26,95,7,0,6422,3756,2666,2725,2405,738,6,166,153,10,6,0,3,117,93,2840,2496,767,31,248,219,20,7,3,7,3705,2629,2690,2377,736,6,159,148,10,6,0,1,110,91,2798,2467,762,29,236,213,19,7,3,5,51,37,35,28,2,0,7,5,0,0,0,2,7,2,42,29,5,2,12,6,1,0,0,2
Lumpkin County,50,13,187,7,0,31141,15506,15635,14618,14902,329,259,109,106,103,118,20,26,327,224,14914,15103,461,347,267,213,181,166,31,41,14741,14895,13946,14256,286,210,94,95,99,108,15,21,301,205,14219,14438,404,289,238,195,172,149,25,35,765,740,672,646,43,49,15,11,4,10,5,5,26,19,695,665,57,58,29,18,9,17,6,6
Luna County,50,35,29,7,0,24586,12269,12317,11499,11524,203,204,282,277,92,94,19,25,174,193,11660,11706,249,256,385,395,122,124,31,34,4318,4300,3958,3918,114,111,88,86,69,74,1,4,88,107,4038,4020,138,138,140,150,83,90,9,11,7951,8017,7541,7606,89,93,194,191,23,20,18,21,86,86,7622,7686,111,118,245,245,39,34,22,23
Lunenburg County,50,51,111,7,0,12462,6561,5901,4075,3807,2337,1908,20,33,16,23,10,9,103,121,4171,3918,2394,1989,53,66,33,39,16,13,6279,5662,3865,3628,2293,1875,16,25,16,23,2,1,87,110,3946,3730,2345,1949,39,54,32,37,7,5,282,239,210,179,44,33,4,8,0,0,8,8,16,11,225,188,49,40,14,12,1,2,9,8
Luzerne County,50,42,79,7,0,319337,157321,162016,143034,150138,9124,6485,694,674,1906,2093,98,115,2465,2511,145318,152475,10751,8175,1337,1304,2390,2557,190,217,142245,147745,131723,139507,6841,4362,160,169,1753,1946,32,30,1736,1731,133337,141131,7939,5467,565,552,2148,2326,93,99,15076,14271,11311,10631,2283,2123,534,505,153,147,66,85,729,780,11981,11344,2812,2708,772,752,242,231,97,118
Lycoming County,50,42,81,7,0,116503,57253,59250,53031,54665,2644,2891,156,116,308,414,28,38,1086,1126,54061,55734,3416,3701,378,345,468,552,54,79,56074,58069,52142,53778,2510,2726,111,98,301,406,23,30,987,1031,53080,54757,3205,3458,312,307,445,539,47,69,1179,1181,889,887,134,165,45,18,7,8,5,8,99,95,981,977,211,243,66,38,23,13,7,10
Lyman County,50,46,85,7,0,3859,2042,1817,1199,1045,13,6,769,710,3,8,1,0,57,48,1252,1092,28,13,810,749,8,9,2,2,2004,1768,1189,1032,13,6,749,676,3,7,1,0,49,47,1234,1078,24,13,785,714,8,8,2,2,38,49,10,13,0,0,20,34,0,1,0,0,8,1,18,14,4,0,25,35,0,1,0,0
