CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Dolores County,50,8,33,1,0,2064,1063,1001,1010,941,2,2,29,31,0,2,1,1,21,24,1031,965,3,2,48,52,0,7,2,1,1028,954,979,898,1,2,26,29,0,2,1,1,21,22,1000,920,2,2,45,48,0,7,2,1,35,47,31,43,1,0,3,2,0,0,0,0,0,2,31,45,1,0,3,4,0,0,0,0
Doniphan County,50,20,43,1,0,7945,4006,3939,3700,3729,174,76,50,36,7,13,0,0,75,85,3773,3813,204,112,97,89,11,17,0,0,3916,3864,3621,3665,171,75,45,33,7,13,0,0,72,78,3691,3742,200,111,90,79,11,17,0,0,90,75,79,64,3,1,5,3,0,0,0,0,3,7,82,71,4,1,7,10,0,0,0,0
Donley County,50,48,129,1,0,3677,1825,1852,1719,1718,76,91,5,14,5,4,1,1,19,24,1737,1741,80,102,18,24,8,8,1,1,1668,1700,1566,1571,75,89,3,12,5,4,1,1,18,23,1583,1593,79,100,15,21,8,8,1,1,157,152,153,147,1,2,2,2,0,0,0,0,1,1,154,148,1,2,3,3,0,0,0,0
Dooly County,50,13,93,1,0,14918,8053,6865,3953,3258,3981,3496,12,11,49,49,7,3,51,48,3993,3297,4018,3527,29,29,64,63,10,4,7519,6537,3483,2978,3931,3456,9,7,45,48,2,1,49,47,3522,3017,3967,3486,24,25,60,61,5,1,534,328,470,280,50,40,3,4,4,1,5,2,2,1,471,280,51,41,5,4,4,2,5,3
Door County,50,55,29,1,0,27785,13679,14106,13313,13769,92,54,95,88,42,73,3,1,134,121,13437,13889,142,98,185,162,56,87,7,3,13315,13799,12990,13502,89,51,77,65,42,73,3,1,114,107,13096,13608,129,89,154,131,55,87,6,3,364,307,323,267,3,3,18,23,0,0,0,0,20,14,341,281,13,9,31,31,1,0,1,0
Dorchester County,100,69,54,2,0,169173,81952,87221,57415,59567,21093,23622,552,549,1002,1404,75,86,1815,1993,59068,61302,22071,24756,1120,1210,1514,1964,155,173,78228,83740,54361,56833,20711,23177,469,489,964,1367,64,71,1659,1803,55865,58395,21603,24220,957,1062,1442,1881,142,149,3724,3481,3054,2734,382,445,83,60,38,37,11,15,156,190,3203,2907,468,536,163,148,72,83,13,24
Dougherty County,50,13,95,1,0,94565,43927,50638,13874,14765,29017,34738,135,105,350,408,103,78,448,544,14196,15147,29335,35149,307,310,447,519,130,103,42777,49715,13149,14215,28758,34500,97,83,337,394,29,23,407,500,13447,14570,29043,34877,252,272,423,496,52,42,1150,923,725,550,259,238,38,22,13,14,74,55,41,44,749,577,292,272,55,38,24,23,78,61
Douglas County,600,372,496,12,0,1355733,668842,686891,568778,579286,59643,64857,7930,7730,16036,18115,702,687,15753,16216,583204,594071,66299,71752,14096,14288,20672,22865,1576,1652,607144,629268,515122,529402,57510,62620,5070,5218,15518,17594,472,464,13452,13970,527461,542152,63275,68650,9928,10466,19716,21899,1184,1249,61698,57623,53656,49884,2133,2237,2860,2512,518,521,230,223,2301,2246,55743,51919,3024,3102,4168,3822,956,966,392,403
Doña Ana County,50,35,13,1,0,209233,102569,106664,95017,99230,2404,1916,2195,2186,1164,1399,155,153,1634,1780,96529,100876,2956,2439,2946,3030,1620,1945,253,293,36040,35679,31729,31656,1669,1181,785,767,917,1136,68,65,872,874,32532,32464,1989,1483,1116,1104,1208,1449,122,139,66529,70985,63288,67574,735,735,1410,1419,247,263,87,88,762,906,63997,68412,967,956,1830,1926,412,496,131,154
Drew County,50,5,43,1,0,18509,8985,9524,6370,6642,2451,2705,19,35,51,51,3,2,91,89,6456,6714,2512,2763,45,74,60,61,5,5,8759,9296,6161,6434,2446,2697,13,29,48,45,1,2,90,89,6246,6506,2506,2755,39,68,57,55,3,5,226,228,209,208,5,8,6,6,3,6,2,0,1,0,210,208,6,8,6,6,3,6,2,0
DuPage County,50,17,43,1,0,916924,449351,467573,373500,385923,20335,23429,1948,1855,45815,48760,200,200,7553,7406,380331,392620,22964,26070,3832,3691,49680,52561,570,533,386535,408883,315488,331695,19076,22211,486,517,45271,48218,86,93,6128,6149,321017,337233,21149,24344,1669,1761,48777,51695,388,376,62816,58690,58012,54228,1259,1218,1462,1338,544,542,114,107,1425,1257,59314,55387,1815,1726,2163,1930,903,866,182,157
Dubois County,50,18,37,1,0,41889,20625,21264,20273,20902,95,57,50,49,82,124,11,14,114,118,20382,21017,143,103,93,88,106,153,17,23,19260,20108,18996,19818,70,39,23,28,73,119,3,2,95,102,19089,19918,104,73,62,66,97,147,5,8,1365,1156,1277,1084,25,18,27,21,9,5,8,12,19,16,1293,1099,39,30,31,22,9,6,12,15
Dubuque County,50,19,61,1,0,93653,46132,47521,43592,45054,1282,1239,95,95,480,421,148,147,535,565,44106,45587,1589,1548,230,268,616,550,167,169,45166,46680,42733,44304,1242,1213,75,69,475,412,140,142,501,540,43214,44815,1532,1510,193,228,606,540,156,160,966,841,859,750,40,26,20,26,5,9,8,5,34,25,892,772,57,38,37,40,10,10,11,9
Duchesne County,50,49,13,1,0,18607,9455,9152,8764,8383,39,14,416,482,27,30,31,22,178,221,8939,8593,57,41,553,661,45,43,44,41,8847,8643,8262,7977,26,5,350,427,21,24,26,19,162,191,8422,8164,41,25,475,585,38,33,38,32,608,509,502,406,13,9,66,55,6,6,5,3,16,30,517,429,16,16,78,76,7,10,6,9
Dukes County,50,25,7,1,0,16535,8184,8351,7503,7646,274,270,115,86,42,92,5,5,245,252,7704,7849,418,419,260,240,72,123,10,8,7984,8167,7356,7514,246,256,107,80,41,85,3,1,231,231,7547,7701,381,389,243,222,70,115,7,4,200,184,147,132,28,14,8,6,1,7,2,4,14,21,157,148,37,30,17,18,2,8,3,4
Dundy County,50,31,57,1,0,2008,1006,1002,979,974,5,2,9,11,0,2,1,3,12,10,991,984,14,8,12,15,0,2,1,3,946,945,926,926,5,2,4,4,0,2,0,2,11,9,937,935,14,8,6,7,0,2,0,2,60,57,53,48,0,0,5,7,0,0,1,1,1,1,54,49,0,0,6,8,0,0,1,1
Dunklin County,50,29,69,1,0,31953,15344,16609,13515,14599,1482,1659,52,51,49,65,4,8,242,227,13748,14811,1631,1776,126,140,75,94,12,20,14437,15789,12673,13845,1458,1630,32,35,47,60,3,4,224,215,12893,14050,1607,1746,92,115,68,84,7,14,907,820,842,754,24,29,20,16,2,5,1,4,18,12,855,761,24,30,34,25,7,10,5,6
Dunn County,100,93,58,2,0,47393,23998,23395,22665,22122,148,83,315,315,575,594,6,10,289,271,22936,22374,245,157,436,435,659,682,26,35,23638,23091,22368,21859,144,81,299,296,567,590,6,10,254,255,22607,22095,227,147,405,408,640,677,23,34,360,304,297,263,4,2,16,19,8,4,0,0,35,16,329,279,18,10,31,27,19,5,3,1
Duplin County,50,37,61,1,0,58505,28758,29747,20668,20612,7105,8172,394,384,114,129,137,115,340,335,20960,20898,7310,8366,563,562,146,154,154,129,22198,24248,15068,15929,6762,7904,78,95,53,82,16,12,221,226,15257,16116,6898,8040,180,212,77,102,26,23,6560,5499,5600,4683,343,268,316,289,61,47,121,103,119,109,5703,4782,412,326,383,350,69,52,128,106
Durham County,50,37,63,1,0,267587,127656,139931,70008,72447,47027,56667,1469,1246,6221,6441,161,137,2770,2993,72213,74753,48666,58584,2503,2347,7072,7357,246,233,107840,123670,53819,59300,45466,55204,349,387,6036,6280,62,80,2108,2419,55482,61133,46777,56805,995,1172,6759,7085,122,156,19816,16261,16189,13147,1561,1463,1120,859,185,161,99,57,662,574,16731,13620,1889,1779,1508,1175,313,272,124,77
Dutchess County,50,36,27,1,0,297488,148112,149376,122448,125281,16503,14501,698,637,5155,5592,99,96,3209,3269,125295,128189,18487,16570,1626,1570,5960,6419,197,203,131676,134545,109213,113198,14671,13003,218,257,5052,5465,45,42,2477,2580,111418,115494,16107,14558,892,944,5776,6193,119,134,16436,14831,13235,12083,1832,1498,480,380,103,127,54,54,732,689,13877,12695,2380,2012,734,626,184,226,78,69
Duval County,100,60,162,2,0,876045,425502,450543,274673,280025,120772,137898,2019,1919,17367,19508,504,458,10167,10735,283453,289152,125932,143568,4651,4792,21222,23566,1207,1139,387004,413219,242538,249111,117005,134026,1430,1428,16878,19028,375,348,8778,9278,250132,256975,121389,138824,3583,3836,20300,22653,956,924,38498,37324,32135,30914,3767,3872,589,491,489,480,129,110,1389,1457,33321,32177,4543,4744,1068,956,922,913,251,215
Dyer County,50,47,45,1,0,38335,18469,19866,15479,16427,2564,2948,46,55,93,100,5,8,282,328,15741,16739,2739,3158,158,172,113,126,7,12,17931,19402,15021,16038,2535,2914,29,44,91,98,3,5,252,303,15259,16328,2695,3112,120,145,110,121,5,9,538,464,458,389,29,34,17,11,2,2,2,3,30,25,482,411,44,46,38,27,3,5,2,3
Eagle County,50,8,37,1,0,52197,27820,24377,26642,23340,287,160,296,288,267,308,23,14,305,267,26937,23597,351,219,434,410,351,389,76,43,19425,17083,18731,16459,167,76,64,72,247,289,10,5,206,182,18931,16635,210,116,138,140,323,365,44,20,8395,7294,7911,6881,120,84,232,216,20,19,13,9,99,85,8006,6962,141,103,296,270,28,24,32,23
Early County,50,13,99,1,0,11008,5191,5817,2606,2778,2518,2956,21,22,16,21,0,2,30,38,2626,2805,2539,2981,35,36,20,31,3,4,5108,5729,2536,2714,2510,2937,17,17,16,21,0,2,29,38,2555,2741,2531,2962,30,31,20,31,3,4,83,88,70,64,8,19,4,5,0,0,0,0,1,0,71,64,8,19,5,5,0,0,0,0
East Baton Rouge Parish,50,22,33,1,0,440171,211488,228683,109235,111649,92748,107642,718,617,6399,6162,102,81,2286,2532,111144,113724,94003,109203,1493,1494,7141,6884,187,174,202225,221672,101342,105815,91997,106960,473,458,6317,6079,39,51,2057,2309,103043,107694,93116,108386,1142,1232,7013,6753,116,133,9263,7011,7893,5834,751,682,245,159,82,83,63,30,229,223,8101,6030,887,817,351,262,128,131,71,41
East Carroll Parish,50,22,35,1,0,7759,4154,3605,1228,1042,2857,2504,15,5,20,24,0,0,34,30,1250,1068,2879,2521,30,21,27,28,4,2,4085,3547,1185,1013,2841,2486,11,5,20,24,0,0,28,19,1201,1028,2863,2500,20,11,27,28,4,2,69,58,43,29,16,18,4,0,0,0,0,0,6,11,49,40,16,21,10,10,0,0,0,0
East Feliciana Parish,50,22,37,1,0,20267,10898,9369,5689,5129,5034,4077,27,38,19,33,2,1,127,91,5778,5204,5120,4132,92,83,30,44,8,3,10772,9287,5616,5064,4989,4066,25,35,18,33,0,1,124,88,5702,5136,5075,4119,88,78,28,44,6,3,126,82,73,65,45,11,2,3,1,0,2,0,3,3,76,68,45,13,4,5,2,0,2,0
Eastland County,50,48,133,1,0,18583,9071,9512,8658,9158,209,150,90,80,29,37,7,3,78,84,8734,9239,237,181,131,118,36,51,12,10,7691,8219,7346,7934,191,129,51,43,29,37,5,3,69,73,7413,8004,215,155,89,80,35,48,9,5,1380,1293,1312,1224,18,21,39,37,0,0,2,0,9,11,1321,1235,22,26,42,38,1,3,3,5
Eaton County,50,26,45,1,0,107759,52595,55164,46845,49208,3451,3527,250,267,919,943,12,14,1118,1205,47898,50342,4009,4186,712,744,1120,1151,40,37,50063,52595,44663,46995,3308,3390,195,218,904,928,6,8,987,1056,45592,47986,3805,3975,587,623,1092,1118,29,23,2532,2569,2182,2213,143,137,55,49,15,15,6,6,131,149,2306,2356,204,211,125,121,28,33,11,14
Eau Claire County,50,55,35,1,0,98736,48351,50385,45233,47246,553,349,276,222,1574,1760,18,19,697,789,45896,47998,837,687,515,505,1790,1970,49,59,47384,49548,44415,46555,523,322,239,191,1559,1743,16,14,632,723,45016,47242,783,636,441,437,1768,1948,44,53,967,837,818,691,30,27,37,31,15,17,2,5,65,66,880,756,54,51,74,68,22,22,5,6
Echols County,50,13,101,1,0,4034,2040,1994,1845,1806,86,104,63,52,7,6,6,1,33,25,1878,1831,93,109,86,70,11,9,6,1,1384,1467,1235,1330,77,86,33,22,7,5,1,0,31,24,1266,1354,84,91,54,40,11,7,1,0,656,527,610,476,9,18,30,30,0,1,5,1,2,1,612,477,9,18,32,30,0,2,5,1
Ector County,50,48,135,1,0,137130,67686,69444,62112,63792,3218,3252,911,902,578,641,98,106,769,751,62842,64505,3536,3556,1263,1292,712,744,132,131,31729,33070,27580,28818,2784,2817,305,319,475,537,57,49,528,530,28087,29325,3007,3042,536,587,571,607,79,60,35957,36374,34532,34974,434,435,606,583,103,104,41,57,241,221,34755,35180,529,514,727,705,141,137,53,71
Eddy County,100,73,42,2,0,56214,28045,28169,26265,26531,519,386,638,601,184,235,25,26,414,390,26659,26897,638,501,886,811,256,307,53,64,16145,16286,15087,15372,353,253,273,223,148,190,9,9,275,239,15351,15596,434,325,436,355,195,234,20,24,11900,11883,11178,11159,166,133,365,378,36,45,16,17,139,151,11308,11301,204,176,450,456,61,73,33,40
Edgar County,50,17,45,1,0,18576,9008,9568,8885,9438,34,38,20,12,14,22,3,1,52,57,8937,9494,51,52,50,45,19,33,4,1,8914,9475,8797,9354,33,36,16,7,14,22,3,0,51,56,8848,9409,50,50,46,40,19,32,3,0,94,93,88,84,1,2,4,5,0,0,0,1,1,1,89,85,1,2,4,5,0,1,1,1
Edgecombe County,50,37,65,1,0,56552,26239,30313,11019,11975,14741,17834,156,149,49,73,22,8,252,274,11218,12168,14915,18030,279,296,73,110,29,16,25101,29347,10146,11244,14627,17717,56,74,49,73,9,4,214,235,10315,11409,14787,17898,148,186,70,107,16,9,1138,966,873,731,114,117,100,75,0,0,13,4,38,39,903,759,128,132,131,110,3,3,13,7
Edgefield County,50,45,37,1,0,26985,14568,12417,8752,7647,5516,4579,57,34,51,47,11,4,181,106,8897,7743,5630,4630,139,82,73,63,23,13,13450,12121,7810,7398,5412,4555,36,26,50,47,8,3,134,92,7917,7482,5506,4600,90,67,66,63,17,9,1118,296,942,249,104,24,21,8,1,0,3,1,47,14,980,261,124,30,49,15,7,0,6,4
Edmonson County,50,21,61,1,0,12161,6071,6090,5863,5965,125,45,19,18,4,21,1,0,59,41,5921,6005,148,57,48,40,8,33,8,3,6019,6042,5814,5920,124,43,19,18,4,21,1,0,57,40,5870,5959,147,55,46,39,8,33,8,3,52,48,49,45,1,2,0,0,0,0,0,0,2,1,51,46,1,2,2,1,0,0,0,0
Edmunds County,50,46,45,1,0,4071,2069,2002,2032,1972,2,3,10,8,0,5,0,0,25,14,2057,1986,11,4,20,19,5,8,3,0,2040,1973,2005,1945,2,3,10,7,0,5,0,0,23,13,2028,1958,9,3,18,17,5,8,3,0,29,29,27,27,0,0,0,1,0,0,0,0,2,1,29,28,2,1,2,2,0,0,0,0
Edwards County,150,85,231,3,0,11760,5850,5910,5704,5748,48,39,33,48,20,28,0,0,45,47,5749,5795,63,50,58,74,27,36,0,2,5010,5130,4922,5029,28,17,12,18,12,24,0,0,36,42,4958,5071,43,27,28,40,19,32,0,2,840,780,782,719,20,22,21,30,8,4,0,0,9,5,791,724,20,23,30,34,8,4,0,0
Effingham County,100,30,152,2,0,86492,43026,43466,38542,38804,3539,3637,125,120,253,345,19,21,548,539,39049,39293,3791,3876,368,380,372,450,53,53,41864,42530,37546,38005,3486,3589,74,85,244,339,9,14,505,498,38015,38457,3712,3807,295,318,355,438,38,43,1162,936,996,799,53,48,51,35,9,6,10,7,43,41,1034,836,79,69,73,62,17,12,15,10
El Dorado County,50,6,17,1,0,181058,90571,90487,82491,81879,862,650,1246,1221,2921,3573,169,186,2882,2978,85244,84706,1285,1092,2576,2613,4129,4841,423,461,79500,79683,72719,72341,759,550,782,782,2783,3427,128,141,2329,2442,74962,74683,1095,913,1798,1874,3801,4479,322,357,11071,10804,9772,9538,103,100,464,439,138,146,41,45,553,536,10282,10023,190,179,778,739,328,362,101,104
El Paso County,100,56,182,2,0,1422910,698038,724872,622045,649986,36747,31483,7755,7665,11394,15619,1957,1855,18140,18264,638275,666426,44435,39066,13515,13615,18267,22563,3438,3373,339244,331867,280302,274690,31325,25623,3094,2930,10047,14228,1436,1322,13040,13074,291927,286396,37091,31293,6632,6582,15323,19551,2514,2425,358794,393005,341743,375296,5422,5860,4661,4735,1347,1391,521,533,5100,5190,346348,380030,7344,7773,6883,7033,2944,3012,924,948
Elbert County,100,21,144,2,0,43252,21209,22043,17811,18123,2857,3341,113,103,127,181,20,18,281,277,18068,18381,2967,3452,237,230,201,252,39,34,20069,20982,16807,17192,2791,3285,88,76,119,171,13,15,251,243,17041,17421,2893,3383,188,179,187,236,32,30,1140,1061,1004,931,66,56,25,27,8,10,7,3,30,34,1027,960,74,69,49,51,14,16,7,4
Elk County,100,62,96,2,0,34828,17300,17528,17026,17253,53,47,44,34,42,68,6,1,129,125,17148,17371,106,84,100,96,66,99,15,11,17166,17400,16916,17139,47,43,36,29,42,67,5,1,120,121,17029,17253,93,78,90,88,65,98,14,11,134,128,110,114,6,4,8,5,0,1,1,0,9,4,119,118,13,6,10,8,1,1,1,0
Elkhart County,50,18,39,1,0,197559,97458,100101,87926,90386,5854,5932,656,551,929,1126,73,59,2020,2047,89863,92354,7070,7115,1270,1224,1248,1459,131,119,82754,86919,74508,78338,5491,5564,224,216,856,1062,32,30,1643,1709,76078,79976,6561,6641,625,675,1140,1361,74,74,14704,13182,13418,12048,363,368,432,335,73,64,41,29,377,338,13785,12378,509,474,645,549,108,98,57,45
Elko County,50,32,7,1,0,48818,25354,23464,22794,20998,314,146,1451,1506,228,268,47,39,520,507,23293,21487,386,219,1776,1817,362,401,80,77,19473,18187,17516,16265,242,95,1100,1191,195,245,35,27,385,364,17887,16618,299,150,1327,1399,304,349,58,56,5881,5277,5278,4733,72,51,351,315,33,23,12,12,135,143,5406,4869,87,69,449,418,58,52,22,21
Elliott County,50,21,63,1,0,7852,4401,3451,4095,3426,266,2,11,0,3,2,4,3,22,18,4113,3443,270,7,21,12,9,5,11,4,4363,3427,4068,3407,261,1,9,0,3,1,4,3,18,15,4086,3422,265,4,19,12,5,3,7,3,38,24,27,19,5,1,2,0,0,1,0,0,4,3,27,21,5,3,2,0,4,2,4,1
Ellis County,150,108,235,3,0,182213,90045,92168,80674,82177,6870,7187,627,677,552,773,58,80,1264,1274,81863,83378,7353,7661,1249,1353,787,996,127,141,71076,74426,62680,65393,6560,6886,325,374,502,724,40,52,969,997,63598,66334,6951,7282,757,856,688,913,99,99,18969,17742,17994,16784,310,301,302,303,50,49,18,28,295,277,18265,17044,402,379,492,497,99,83,28,42
Ellsworth County,50,20,53,1,0,6497,3649,2848,3269,2774,297,2,24,12,13,14,0,0,46,46,3311,2819,317,19,55,36,15,22,0,1,3428,2747,3053,2685,297,2,23,9,13,14,0,0,42,37,3091,2721,317,18,50,25,15,22,0,1,221,101,216,89,0,0,1,3,0,0,0,0,4,9,220,98,0,1,5,11,0,0,0,0
Elmore County,100,17,90,2,0,106341,52660,53681,42167,43208,8506,8259,350,341,575,751,100,100,962,1022,43051,44155,8877,8622,739,762,876,1091,165,168,49389,50705,39296,40598,8390,8141,242,251,545,731,77,75,839,909,40070,41436,8720,8469,563,610,820,1038,118,129,3271,2976,2871,2610,116,118,108,90,30,20,23,25,123,113,2981,2719,157,153,176,152,56,53,47,39
Emanuel County,50,13,107,1,0,22598,11038,11560,7162,7371,3652,3980,45,31,84,78,5,3,90,97,7247,7455,3702,4032,87,77,93,91,6,9,10490,11187,6704,7060,3601,3947,25,21,79,77,1,2,80,80,6779,7127,3651,3998,58,53,87,88,2,8,548,373,458,311,51,33,20,10,5,1,4,1,10,17,468,328,51,34,29,24,6,3,4,1
Emery County,50,49,15,1,0,10976,5589,5387,5464,5256,17,15,46,51,19,20,7,2,36,43,5500,5299,23,24,68,75,25,31,9,6,5248,5074,5144,4968,13,12,33,34,18,20,7,2,33,38,5177,5006,19,21,52,53,24,31,9,6,341,313,320,288,4,3,13,17,1,0,0,0,3,5,323,293,4,3,16,22,1,0,0,0
Emmet County,100,45,110,2,0,42996,21245,21751,19949,20435,140,94,682,674,98,123,7,8,369,417,20307,20829,203,177,961,971,144,183,17,28,20628,21176,19474,20000,129,88,592,585,98,123,3,4,332,376,19800,20367,183,164,844,852,136,169,11,19,617,575,475,435,11,6,90,89,0,0,4,4,37,41,507,462,20,13,117,119,8,14,6,9
Emmons County,50,38,29,1,0,3550,1820,1730,1798,1704,1,1,6,8,4,2,0,0,11,15,1809,1718,7,10,11,13,6,4,0,0,1803,1713,1781,1688,1,1,6,8,4,2,0,0,11,14,1792,1701,7,9,11,13,6,4,0,0,17,17,17,16,0,0,0,0,0,0,0,0,0,1,17,17,0,1,0,0,0,0,0,0
Emporia city,50,51,595,1,0,5927,2730,3197,933,1107,1730,2016,9,15,24,22,3,1,31,36,958,1137,1759,2047,14,27,27,27,5,1,2578,3087,818,1036,1706,1988,2,6,24,22,3,1,25,34,840,1065,1729,2017,5,17,26,27,5,1,152,110,115,71,24,28,7,9,0,0,0,0,6,2,118,72,30,30,9,10,1,0,0,0
Erath County,50,48,143,1,0,37890,18605,19285,17698,18509,282,184,248,238,143,134,8,13,226,207,17911,18707,353,238,376,360,179,167,18,22,14822,15789,14175,15247,264,170,84,86,123,117,7,5,169,164,14335,15406,301,205,193,187,151,145,15,12,3783,3496,3523,3262,18,14,164,152,20,17,1,8,57,43,3576,3301,52,33,183,173,28,22,3,10
Erie County,150,117,121,3,0,1276685,618710,657975,517375,547730,73169,81049,3490,3744,13946,13932,199,244,10531,11276,527064,558018,79838,88326,6325,6999,16253,16227,503,562,591855,630977,496480,527157,69563,77044,2788,3061,13765,13733,114,144,9145,9838,504919,536162,75195,83235,5136,5784,15893,15855,369,412,26855,26998,20895,20573,3606,4005,702,683,181,199,85,100,1386,1438,22145,21856,4643,5091,1189,1215,360,372,134,150
Escambia County,100,13,86,2,0,335938,166885,169053,117003,115727,39257,41914,2088,1938,3754,4684,244,242,4539,4548,120972,119691,41224,43877,3795,3668,5264,6259,557,523,158647,162512,110319,110548,38518,41273,1875,1789,3617,4540,201,220,4117,4142,113920,114154,40279,43048,3384,3338,5008,5977,484,469,8238,6541,6684,5179,739,641,213,149,137,144,43,22,422,406,7052,5537,945,829,411,330,256,282,73,54
Esmeralda County,50,32,9,1,0,783,434,349,407,321,0,0,17,16,3,0,0,0,7,12,414,333,0,2,21,24,5,1,1,1,364,299,337,271,0,0,17,16,3,0,0,0,7,12,344,283,0,2,21,24,5,1,1,1,70,50,70,50,0,0,0,0,0,0,0,0,0,0,70,50,0,0,0,0,0,0,0,0
Essex County,250,196,119,5,0,1583955,761432,822523,533745,565092,176883,203128,5819,5555,29539,32447,1023,1013,14423,15288,545985,577887,185899,213150,9719,9741,33660,36639,1885,1893,619595,681097,424794,457296,155691,180950,1352,1440,28410,31315,245,267,9103,9829,432252,465226,160605,186674,3692,4088,31959,34901,826,884,141837,141426,108951,107796,21192,22178,4467,4115,1129,1132,778,746,5320,5459,113733,112661,25294,26476,6027,5653,1701,1738,1059,1009
Estill County,50,21,65,1,0,14672,7233,7439,7146,7349,16,13,18,21,6,8,0,0,47,48,7191,7397,26,27,54,55,10,9,0,0,7183,7388,7105,7308,15,13,15,15,6,8,0,0,42,44,7145,7352,25,26,46,45,10,9,0,0,50,51,41,41,1,0,3,6,0,0,0,0,5,4,46,45,1,1,8,10,0,0,0,0
Etowah County,50,1,55,1,0,104430,50626,53804,41679,43768,7406,8521,317,263,377,361,184,151,663,740,42313,44474,7716,8855,622,619,464,441,198,172,48703,52280,40250,42621,7316,8439,199,176,329,338,15,15,594,691,40818,43280,7608,8757,461,500,405,415,29,35,1923,1524,1429,1147,90,82,118,87,48,23,169,136,69,49,1495,1194,108,98,161,119,59,26,169,137
Eureka County,50,32,11,1,0,1987,1048,939,981,896,6,0,31,20,9,9,0,0,21,14,1002,909,12,4,49,29,16,15,5,1,900,849,855,810,2,0,24,18,9,9,0,0,10,12,865,821,3,3,31,26,11,13,0,0,148,90,126,86,4,0,7,2,0,0,0,0,11,2,137,88,9,1,18,3,5,2,5,1
Evangeline Parish,50,22,39,1,0,33984,17115,16869,11955,11793,4893,4818,51,52,58,60,2,2,156,144,12097,11928,5005,4914,109,101,80,75,6,7,16550,16658,11492,11633,4811,4781,47,51,53,59,2,1,145,133,11623,11757,4916,4870,100,96,74,74,6,6,565,211,463,160,82,37,4,1,5,1,0,1,11,11,474,171,89,44,9,5,6,1,0,1
Evans County,50,13,109,1,0,11000,5387,5613,3642,3775,1615,1699,25,17,43,60,18,14,44,48,3681,3819,1634,1724,34,33,59,73,25,18,4598,4961,2998,3242,1534,1635,6,4,23,38,0,0,37,42,3031,3281,1552,1659,13,17,39,51,2,1,789,652,644,533,81,64,19,13,20,22,18,14,7,6,650,538,82,65,21,16,20,22,23,17
Fairbanks North Star Borough,50,2,90,1,0,97581,51531,46050,41060,35543,2580,2018,3413,3612,1112,1566,214,199,3152,3112,43951,38431,3338,2771,5347,5491,1905,2331,397,386,48592,43338,38936,33530,2362,1811,3223,3469,1036,1508,196,180,2839,2840,41542,36185,2994,2432,4995,5219,1746,2198,351,339,2939,2712,2124,2013,218,207,190,143,76,58,18,19,313,272,2409,2246,344,339,352,272,159,133,46,47
Fairfax County,50,51,59,1,0,1081726,534310,547416,371415,371995,49313,53837,3607,3281,92273,100446,683,616,17019,17241,387056,387693,54229,59217,6633,6392,103148,111215,1430,1452,448043,465201,294546,298763,46318,50725,933,964,91331,99445,392,410,14523,14894,307853,312261,50289,55080,2789,3013,101402,109559,1026,1117,86267,82215,76869,73232,2995,3112,2674,2317,942,1001,291,206,2496,2347,79203,75432,3940,4137,3844,3379,1746,1656,404,335
Fairfax city,50,51,600,1,0,22565,11123,11442,8437,8635,551,552,79,98,1688,1792,12,15,356,350,8758,8955,666,652,161,178,1900,2001,31,29,9313,9696,6810,7089,517,522,34,28,1663,1765,6,7,283,285,7067,7349,594,601,77,67,1847,1954,25,21,1810,1746,1627,1546,34,30,45,70,25,27,6,8,73,65,1691,1606,72,51,84,111,53,47,6,8
Fairfield County,150,93,85,3,0,1086941,529524,557417,435013,452360,60458,69354,2426,2129,21902,23703,575,499,9150,9372,443128,460438,65383,74673,4758,4596,24987,26844,1086,986,449129,479903,365729,385882,54511,62817,696,681,21281,23162,172,203,6740,7158,371642,391975,57817,66622,2301,2434,24041,25991,540,569,80395,77514,69284,66478,5947,6537,1730,1448,621,541,403,296,2410,2214,71486,68463,7566,8051,2457,2162,946,853,546,417
