CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Copiah County,50,28,29,4,0,29244,14141,15103,6856,7087,7086,7812,35,26,49,58,0,4,115,116,6951,7180,7155,7889,76,66,62,76,12,9,13679,14766,6493,6843,7014,7739,31,21,48,58,0,3,93,102,6568,6925,7075,7804,62,56,58,75,9,8,462,337,363,244,72,73,4,5,1,0,0,1,22,14,383,255,80,85,14,10,4,1,3,1
Corson County,50,46,31,4,0,4046,2066,1980,641,584,8,1,1352,1337,10,5,0,2,55,51,694,631,20,10,1394,1382,15,8,1,3,1987,1929,637,581,7,1,1280,1292,10,5,0,1,53,49,688,628,18,9,1321,1336,14,6,1,2,79,51,4,3,1,0,72,45,0,0,0,1,2,2,6,3,2,1,73,46,1,2,0,1
Cortland County,50,36,23,4,0,49527,24127,25400,22983,24243,488,373,71,81,187,282,3,6,395,415,23353,24619,672,578,196,230,289,400,21,38,23516,24817,22480,23769,436,315,58,69,182,281,1,3,359,380,22815,24112,600,500,172,203,279,393,15,33,611,583,503,474,52,58,13,12,5,1,2,3,36,35,538,507,72,78,24,27,10,7,6,5
Coryell County,50,48,99,4,0,76610,37653,38957,28482,28965,6130,6574,425,446,630,1025,375,347,1611,1600,29919,30353,7014,7481,834,870,1152,1535,506,494,31099,32699,23038,23831,5680,6105,234,239,522,928,340,309,1285,1287,24180,24937,6397,6850,523,547,963,1363,445,428,6554,6258,5444,5134,450,469,191,207,108,97,35,38,326,313,5739,5416,617,631,311,323,189,172,61,66
Coshocton County,50,39,31,4,0,36919,18248,18671,17771,18133,198,194,41,42,39,72,4,2,195,228,17962,18350,318,335,98,117,58,98,9,8,18088,18506,17630,17980,192,191,40,40,39,72,1,1,186,222,17812,18192,306,330,94,109,57,98,6,7,160,165,141,153,6,3,1,2,0,0,3,1,9,6,150,158,12,5,4,8,1,0,3,1
Costilla County,50,8,23,4,0,3645,1888,1757,1689,1586,30,21,104,85,23,17,6,5,36,43,1722,1628,41,34,129,114,25,20,8,6,655,640,594,586,4,2,20,15,21,15,0,1,16,21,609,607,10,10,29,28,23,15,1,1,1233,1117,1095,1000,26,19,84,70,2,2,6,4,20,22,1113,1021,31,24,100,86,2,5,7,5
Cottle County,50,48,101,4,0,1509,702,807,619,718,69,77,3,4,0,0,1,0,10,8,628,724,71,81,9,7,2,2,2,1,545,636,473,553,63,76,3,2,0,0,1,0,5,5,478,556,64,80,6,3,1,2,1,0,157,171,146,165,6,1,0,2,0,0,0,0,5,3,150,168,7,1,3,4,1,0,1,1
Cotton County,50,40,33,4,0,6154,3074,3080,2520,2488,77,69,293,350,6,9,7,5,171,159,2684,2640,113,106,429,477,16,17,9,6,2852,2905,2386,2395,75,64,230,292,5,9,7,3,149,142,2529,2532,105,94,350,407,12,16,9,3,222,175,134,93,2,5,63,58,1,0,0,2,22,17,155,108,8,12,79,70,4,1,0,3
Cottonwood County,50,27,33,4,0,11741,5795,5946,5443,5630,64,42,26,16,181,168,13,6,68,84,5506,5709,84,73,57,54,200,191,19,8,5408,5545,5110,5275,53,41,17,8,163,159,13,4,52,58,5159,5329,67,61,41,32,179,178,17,5,387,401,333,355,11,1,9,8,18,9,0,2,16,26,347,380,17,12,16,22,21,13,2,3
Covington County,100,29,70,8,0,57569,27869,29700,21806,22847,5473,6257,139,128,100,123,3,6,348,339,22135,23169,5651,6427,290,286,133,153,13,10,27357,29293,21422,22538,5401,6192,113,108,95,119,1,5,325,331,21731,22852,5568,6359,253,260,124,149,11,9,512,407,384,309,72,65,26,20,5,4,2,1,23,8,404,317,83,68,37,26,9,4,2,1
Covington city,50,51,580,4,0,5826,2859,2967,2394,2515,385,361,6,11,17,20,0,0,57,60,2450,2571,418,401,24,30,23,25,1,1,2789,2924,2328,2475,383,358,6,11,16,20,0,0,56,60,2383,2531,416,398,23,30,22,25,1,1,70,43,66,40,2,3,0,0,1,0,0,0,1,0,67,40,2,3,1,0,1,0,0,0
Coweta County,50,13,77,4,0,129392,63348,66044,50318,51076,10561,12286,278,265,964,1175,64,55,1163,1187,51375,52135,11101,12880,665,651,1316,1519,120,131,58648,62004,46280,47659,10270,12002,134,157,917,1134,40,28,1007,1024,47205,48577,10737,12516,441,467,1240,1450,90,92,4700,4040,4038,3417,291,284,144,108,47,41,24,27,156,163,4170,3558,364,364,224,184,76,69,30,39
Cowley County,50,20,35,4,0,36237,18108,18129,16168,16472,634,409,433,381,295,313,18,10,560,544,16707,16997,837,608,745,685,357,374,33,23,16302,16521,14603,15069,597,374,331,298,286,305,7,6,478,469,15063,15522,776,543,591,561,338,358,21,16,1806,1608,1565,1403,37,35,102,83,9,8,11,4,82,75,1644,1475,61,65,154,124,19,16,12,7
Cowlitz County,50,53,15,4,0,102375,50638,51737,46750,47734,465,325,981,953,670,915,158,160,1614,1650,48275,49294,781,664,1929,1939,1051,1277,278,285,46297,47848,43050,44424,385,261,684,709,636,878,128,125,1414,1451,44389,45796,659,556,1492,1561,983,1203,235,236,4341,3889,3700,3310,80,64,297,244,34,37,30,35,200,199,3886,3498,122,108,437,378,68,74,43,49
Craig County,100,91,80,8,0,20162,10172,9990,7564,7617,330,136,1560,1506,38,60,10,7,670,664,8193,8247,426,225,2157,2100,71,92,18,16,9914,9785,7394,7481,322,126,1510,1467,38,60,9,7,641,644,7994,8092,410,207,2086,2049,69,89,17,15,258,205,170,136,8,10,50,39,0,0,1,0,29,20,199,155,16,18,71,51,2,3,1,1
Craighead County,50,5,31,4,0,98390,47995,50395,40182,41692,6206,7072,235,275,578,565,22,21,772,770,40915,42409,6620,7485,515,548,698,694,50,61,45529,48385,37975,39945,6132,6989,144,172,558,552,12,18,708,709,38648,40608,6518,7370,387,416,669,665,37,55,2466,2010,2207,1747,74,83,91,103,20,13,10,3,64,61,2267,1801,102,115,128,132,29,29,13,6
Crane County,50,48,103,4,0,4365,2145,2220,1994,2094,84,72,30,22,13,15,1,0,23,17,2014,2110,96,78,37,31,17,18,4,0,919,989,816,897,69,60,18,16,4,7,0,0,12,9,826,905,74,63,23,21,6,9,2,0,1226,1231,1178,1197,15,12,12,6,9,8,1,0,11,8,1188,1205,22,15,14,10,11,9,2,0
Craven County,50,37,49,4,0,104705,52272,52433,38364,37451,11218,11992,337,305,1035,1264,86,76,1232,1345,39437,38607,11901,12745,682,689,1414,1678,161,173,48478,49394,35220,34990,10894,11709,248,219,990,1222,60,54,1066,1200,36148,36019,11484,12377,530,554,1338,1606,122,136,3794,3039,3144,2461,324,283,89,86,45,42,26,22,166,145,3289,2588,417,368,152,135,76,72,39,37
Crawford County,550,283,443,44,0,348248,172856,175392,163018,166305,4688,3554,1325,1404,1124,1462,133,129,2568,2538,165488,168729,5667,4570,2589,2680,1516,1839,219,185,165909,169124,156815,160721,4489,3396,1095,1182,1070,1413,81,83,2359,2329,159094,162948,5380,4316,2238,2348,1439,1764,154,131,6947,6268,6203,5584,199,158,230,222,54,49,52,46,209,209,6394,5781,287,254,351,332,77,75,65,54
Creek County,50,40,37,4,0,70662,34959,35703,28050,28819,864,776,3675,3572,118,157,37,25,2215,2354,30160,31042,1197,1142,5636,5659,215,253,63,58,33725,34530,27131,27940,845,765,3504,3410,116,156,33,23,2096,2236,29127,30049,1152,1106,5362,5396,206,246,58,53,1234,1173,919,879,19,11,171,162,2,1,4,2,119,118,1033,993,45,36,274,263,9,7,5,5
Crenshaw County,50,1,41,4,0,13896,6734,7162,4910,5130,1549,1792,28,38,124,99,7,4,116,99,5022,5223,1613,1848,71,76,136,111,11,5,6605,7067,4799,5053,1544,1781,28,37,120,98,1,0,113,98,4908,5145,1607,1837,69,74,132,110,5,1,129,95,111,77,5,11,0,1,4,1,6,4,3,1,114,78,6,11,2,2,4,1,6,4
Crisp County,50,13,81,4,0,23790,11436,12354,6250,6538,4931,5566,27,19,97,106,8,5,123,120,6367,6649,5004,5640,62,53,115,126,11,8,10996,12013,5892,6249,4873,5529,16,11,95,106,4,3,116,115,6002,6355,4942,5599,48,44,113,126,7,6,440,341,358,289,58,37,11,8,2,0,4,2,7,5,365,294,62,41,14,9,2,0,4,2
Crittenden County,100,26,90,8,0,59790,28621,31169,16079,16541,12013,13985,88,113,147,195,12,17,282,318,16341,16826,12161,14149,203,251,192,249,26,36,28028,30654,15598,16160,11944,13899,72,94,147,195,5,13,262,293,15843,16420,12084,14056,173,219,189,243,18,29,593,515,481,381,69,86,16,19,0,0,7,4,20,25,498,406,77,93,30,32,3,6,8,7
Crockett County,100,95,138,8,0,18229,8782,9447,7601,8210,942,1021,55,55,28,23,5,1,151,137,7747,8342,1017,1096,121,108,39,38,12,4,6981,7618,5945,6515,895,983,15,10,21,21,3,0,102,89,6044,6603,947,1035,56,41,30,28,9,1,1801,1829,1656,1695,47,38,40,45,7,2,2,1,49,48,1703,1739,70,61,65,67,9,10,3,3
Crook County,100,97,24,8,0,27808,13931,13877,13443,13319,39,32,158,200,50,78,6,5,235,243,13666,13551,92,76,305,362,90,118,18,18,13073,13086,12664,12606,29,27,130,165,45,70,6,5,199,213,12851,12808,74,63,254,309,80,104,18,18,858,791,779,713,10,5,28,35,5,8,0,0,36,30,815,743,18,13,51,53,10,14,0,0
Crosby County,50,48,107,4,0,6085,2950,3135,2745,2938,125,122,26,27,2,5,3,1,49,42,2792,2974,146,143,50,48,8,10,4,3,1353,1493,1216,1348,105,113,6,7,1,4,2,0,23,21,1238,1365,115,124,17,17,4,7,2,1,1597,1642,1529,1590,20,9,20,20,1,1,1,1,26,21,1554,1609,31,19,33,31,4,3,2,2
Cross County,50,5,37,4,0,17739,8546,9193,6504,6886,1890,2136,24,28,42,44,1,2,85,97,6584,6981,1931,2181,63,75,52,59,4,6,8406,9067,6381,6770,1876,2131,23,28,42,44,1,2,83,92,6459,6860,1916,2175,60,72,52,57,4,6,140,126,123,116,14,5,1,0,0,0,0,0,2,5,125,121,15,6,3,3,0,2,0,0
Crow Wing County,50,27,35,4,0,62662,31241,31421,30172,30408,225,130,282,295,109,154,7,12,446,422,30594,30816,383,284,494,503,206,236,22,18,30894,31081,29902,30140,206,125,252,255,109,154,5,12,420,395,30301,30522,355,268,451,447,200,233,19,17,347,340,270,268,19,5,30,40,0,0,2,0,26,27,293,294,28,16,43,56,6,3,3,1
Crowley County,50,8,25,4,0,5843,4192,1651,3399,1532,559,10,136,47,52,13,0,0,46,49,3444,1578,571,22,165,82,58,18,0,0,2859,1265,2149,1188,554,10,76,17,50,13,0,0,30,37,2178,1223,562,20,94,42,55,17,0,0,1333,386,1250,344,5,0,60,30,2,0,0,0,16,12,1266,355,9,2,71,40,3,1,0,0
Culberson County,50,48,109,4,0,2378,1150,1228,1069,1161,13,7,26,25,15,14,0,0,27,21,1095,1180,21,17,38,35,22,16,2,1,323,279,274,247,10,3,11,7,12,13,0,0,16,9,290,255,16,6,19,13,14,14,1,0,827,949,795,914,3,4,15,18,3,1,0,0,11,12,805,925,5,11,19,22,8,2,1,1
Cullman County,50,1,43,4,0,80469,39759,40710,38389,39357,538,431,228,216,153,226,14,18,437,462,38810,39787,659,563,513,516,196,281,27,35,37896,39144,36679,37888,481,406,195,188,147,225,6,11,388,426,37052,38287,579,520,457,473,187,275,18,25,1863,1566,1710,1469,57,25,33,28,6,1,8,7,49,36,1758,1500,80,43,56,43,9,6,9,10
Culpeper County,50,51,47,4,0,47330,23936,23394,18660,18765,4105,3491,176,146,315,360,34,26,646,606,19257,19321,4504,3886,311,282,468,482,67,55,21750,21529,16899,17250,3947,3342,71,69,263,338,9,6,561,524,17419,17735,4297,3688,172,173,400,448,38,30,2186,1865,1761,1515,158,149,105,77,52,22,25,20,85,82,1838,1586,207,198,139,109,68,34,29,25
Cumberland County,400,272,284,32,0,1085676,532993,552683,416773,431817,86464,87681,4850,5002,10596,13436,893,881,13417,13866,428434,443736,93934,95623,9282,9727,14452,17360,1668,1691,486281,509347,379776,398024,81078,82240,3404,3740,10157,13022,655,632,11211,11689,389562,408093,87158,88778,6935,7567,13597,16518,1268,1288,46712,43336,36997,33793,5386,5441,1446,1262,439,414,238,249,2206,2177,38872,35643,6776,6845,2347,2160,855,842,400,403
Cuming County,50,31,39,4,0,9143,4518,4625,4427,4518,12,11,25,17,8,25,3,3,43,51,4469,4568,33,28,44,40,12,36,3,5,4118,4252,4064,4173,9,9,12,11,3,18,0,1,30,40,4094,4212,23,21,25,30,6,27,0,2,400,373,363,345,3,2,13,6,5,7,3,2,13,11,375,356,10,7,19,10,6,9,3,3
Currituck County,50,37,53,4,0,23900,11839,12061,10870,10948,666,730,63,44,47,119,5,8,188,212,11041,11140,754,839,136,119,88,173,12,14,11474,11676,10560,10627,643,703,60,41,42,112,2,7,167,186,10711,10796,720,799,123,107,82,161,9,11,365,385,310,321,23,27,3,3,5,7,3,1,21,26,330,344,34,40,13,12,6,12,3,3
Curry County,100,76,24,8,0,72141,36216,35925,32184,31831,1875,1688,704,721,372,540,60,59,1021,1086,33141,32840,2182,2022,1220,1298,640,806,121,124,25540,25630,22522,22550,1572,1366,327,371,300,479,35,28,784,836,23258,23328,1796,1611,724,823,516,680,83,77,10676,10295,9662,9281,303,322,377,350,72,61,25,31,237,250,9883,9512,386,411,496,475,124,126,38,47
Custer County,300,171,194,24,0,67287,33706,33581,30854,30763,614,438,1272,1303,218,277,13,18,735,782,31538,31490,779,628,1831,1888,294,356,37,45,30955,31114,28502,28653,561,386,1080,1134,205,265,7,7,600,669,29059,29276,691,544,1539,1629,264,337,27,30,2751,2467,2352,2110,53,52,192,169,13,12,6,11,135,113,2479,2214,88,84,292,259,30,19,10,15
Cuyahoga County,50,39,35,4,0,1269820,603169,666651,399336,425743,174143,209126,1580,1656,16605,17660,212,228,11293,12238,409126,436217,181514,217274,4878,5546,19515,20672,588,645,572082,634778,374874,401224,169823,204212,998,1090,16390,17422,67,96,9930,10734,383505,410410,176260,211325,3730,4355,19035,20135,377,433,31087,31873,24462,24519,4320,4914,582,566,215,238,145,132,1363,1504,25621,25807,5254,5949,1148,1191,480,537,211,212
Dade County,100,42,140,8,0,24349,12059,12290,11643,11788,111,113,63,95,59,100,9,5,174,189,11808,11961,165,176,171,206,78,130,15,14,11821,12075,11433,11600,101,103,60,87,54,99,5,4,168,182,11593,11768,153,164,164,193,72,128,11,12,238,215,210,188,10,10,3,8,5,1,4,1,6,7,215,193,12,12,7,13,6,2,4,2
Daggett County,50,49,9,4,0,1166,645,521,624,507,4,0,7,7,5,1,0,1,5,5,628,511,6,3,9,9,6,2,1,1,616,510,601,498,4,0,3,5,3,1,0,1,5,5,605,502,6,3,5,7,4,2,1,1,29,11,23,9,0,0,4,2,2,0,0,0,0,0,23,9,0,0,4,2,2,0,0,0
Dakota County,100,58,80,8,0,422811,207807,215004,181455,187623,10716,10357,1394,1445,9001,10142,194,170,5047,5267,186184,192564,13300,13087,2806,2957,10624,11773,394,363,191044,199440,166653,173899,10217,9849,823,974,8837,9969,144,126,4370,4623,170766,178231,12466,12248,1913,2186,10331,11478,303,282,16763,15564,14802,13724,499,508,571,471,164,173,50,44,677,644,15418,14333,834,839,893,771,293,295,91,81
Dale County,50,1,45,4,0,50109,24695,25414,19100,18902,4504,5207,226,188,181,382,30,26,654,709,19692,19528,4804,5541,473,455,340,556,75,79,23139,24039,17827,17772,4383,5102,177,167,173,371,24,20,555,607,18334,18312,4636,5386,379,394,314,522,62,62,1556,1375,1273,1130,121,105,49,21,8,11,6,6,99,102,1358,1216,168,155,94,61,26,34,13,17
Dallam County,50,48,111,4,0,6834,3563,3271,3339,3111,59,44,69,45,23,25,7,4,66,42,3403,3148,87,64,100,64,30,29,9,8,2072,1975,1924,1864,51,37,22,17,21,20,3,2,51,35,1974,1895,71,53,47,33,26,23,5,6,1491,1296,1415,1247,8,7,47,28,2,5,4,2,15,7,1429,1253,16,11,53,31,4,6,4,2
Dallas County,250,102,307,20,0,2547607,1257004,1290603,885679,873705,270354,314337,14322,13555,65829,66933,1225,1200,19595,20873,902572,891528,279571,324500,21813,21593,72098,73472,2231,2308,773254,838742,430646,449803,260597,304085,3702,4064,63699,64839,467,510,14143,15441,442734,462827,267365,311779,8502,9471,68638,70045,1169,1312,483750,451861,455033,423902,9757,10252,10620,9491,2130,2094,758,690,5452,5432,459838,428701,12206,12721,13311,12122,3460,3427,1062,996
Dane County,50,55,25,4,0,496500,245614,250886,212628,218020,13667,13077,1215,1092,12327,12690,122,112,5655,5895,217948,223589,16673,16234,2610,2606,14161,14562,340,305,229765,236773,198824,205828,13052,12479,732,659,12167,12562,76,70,4914,5175,203463,210718,15663,15247,1792,1868,13863,14287,248,230,15849,14113,13804,12192,615,598,483,433,160,128,46,42,741,720,14485,12871,1010,987,818,738,298,275,92,75
Daniels County,50,30,19,4,0,1773,895,878,860,836,2,1,18,21,1,4,0,0,14,16,874,852,7,5,24,33,4,5,1,0,884,857,851,820,2,1,16,19,1,4,0,0,14,13,865,833,7,5,22,28,4,5,1,0,11,21,9,16,0,0,2,2,0,0,0,0,0,3,9,19,0,0,2,5,0,0,0,0
Danville city,50,51,590,4,0,42526,19445,23081,9610,11024,9292,11513,69,48,228,200,7,4,239,292,9809,11274,9445,11704,137,134,277,259,21,22,18770,22500,9062,10546,9231,11452,37,31,216,190,7,4,217,277,9240,10782,9373,11633,97,111,261,249,21,21,675,581,548,478,61,61,32,17,12,10,0,0,22,15,569,492,72,71,40,23,16,10,0,1
Dare County,50,37,55,4,0,34193,16987,17206,16062,16230,487,445,75,95,74,141,11,6,278,289,16320,16498,617,590,196,212,120,188,21,16,15743,16189,14932,15305,431,418,48,59,72,139,10,4,250,264,15164,15550,544,552,157,168,117,181,20,11,1244,1017,1130,925,56,27,27,36,2,2,1,2,28,25,1156,948,73,38,39,44,3,7,1,5
Darke County,50,39,37,4,0,52671,25933,26738,25429,26216,136,127,45,43,76,92,4,3,243,257,25658,26457,260,263,139,145,111,130,14,10,25588,26439,25104,25938,134,125,38,37,75,90,2,2,235,247,25326,26169,251,256,129,135,110,126,12,9,345,299,325,278,2,2,7,6,1,2,2,1,8,10,332,288,9,7,10,10,1,4,2,1
Darlington County,50,45,31,4,0,68238,32333,35905,18789,19876,12939,15411,124,96,118,148,15,15,348,359,19099,20180,13154,15648,236,220,177,199,30,38,31713,35377,18345,19498,12818,15304,105,87,114,145,4,4,327,339,18636,19786,13020,15527,211,202,167,194,19,27,620,528,444,378,121,107,19,9,4,3,11,11,21,20,463,394,134,121,25,18,10,5,11,11
Dauphin County,50,42,43,4,0,269119,130148,138971,97735,103186,23994,26474,425,482,4388,4791,96,86,3510,3952,100942,106759,26632,29481,1116,1312,5021,5483,211,216,120261,129079,90739,96384,22104,24458,198,225,4285,4694,33,26,2902,3292,93402,99361,24247,26924,746,901,4859,5321,126,125,9887,9892,6996,6802,1890,2016,227,257,103,97,63,60,608,660,7540,7398,2385,2557,370,411,162,162,85,91
Davidson County,100,84,94,8,0,799139,387124,412015,275986,285969,89768,103768,2283,2110,11028,11640,408,345,7651,8183,282888,293304,93713,108110,4782,4780,13332,14111,784,726,347769,378669,241497,256944,87805,101939,1039,1096,10750,11380,175,168,6503,7142,247388,263362,91190,105747,2976,3295,12773,13566,462,478,39355,33346,34489,29025,1963,1829,1244,1014,278,260,233,177,1148,1041,35500,29942,2523,2363,1806,1485,559,545,322,248
Davie County,50,37,59,4,0,41344,20107,21237,18319,19192,1261,1416,122,125,113,184,3,3,289,317,18594,19482,1435,1608,208,232,150,228,11,10,18721,20009,17105,18117,1208,1372,42,65,101,163,3,3,262,289,17354,18380,1369,1548,116,162,135,204,11,10,1386,1228,1214,1075,53,44,80,60,12,21,0,0,27,28,1240,1102,66,60,92,70,15,24,0,0
Daviess County,150,68,147,12,0,137467,67176,70291,62867,66148,2593,2399,147,154,436,489,93,73,1040,1028,63875,67149,3325,3129,362,360,554,609,113,101,65003,68454,60933,64522,2539,2335,99,117,411,474,36,33,985,973,61887,65470,3237,3024,292,308,526,590,56,58,2173,1837,1934,1626,54,64,48,37,25,15,57,40,55,55,1988,1679,88,105,70,52,28,19,57,43
Davis County,100,68,62,8,0,320878,161160,159718,150543,149237,2331,1811,1005,923,2528,3360,1116,923,3637,3464,153957,152513,3316,2724,1881,1784,4247,5024,1789,1540,147413,146399,138419,137393,2042,1512,578,565,2321,3170,1035,839,3018,2920,141261,140159,2842,2264,1166,1155,3844,4658,1627,1392,13747,13319,12124,11844,289,299,427,358,207,190,81,84,619,544,12696,12354,474,460,715,629,403,366,162,148
Davison County,50,46,35,4,0,19604,9743,9861,9215,9353,76,52,243,262,46,63,8,11,155,120,9356,9462,124,88,339,343,74,83,18,21,9533,9709,9036,9233,73,43,231,245,45,63,4,11,144,114,9168,9336,116,78,322,321,70,83,13,20,210,152,179,120,3,9,12,17,1,0,4,0,11,6,188,126,8,10,17,22,4,0,5,1
Dawes County,50,31,45,4,0,9236,4566,4670,4067,4260,108,45,177,172,70,54,27,24,117,115,4170,4369,143,75,230,236,99,80,42,30,4408,4486,3936,4118,106,40,167,150,67,52,27,24,105,102,4030,4215,138,67,214,207,92,73,39,30,158,184,131,142,2,5,10,22,3,2,0,0,12,13,140,154,5,8,16,29,7,7,3,0
Dawson County,200,122,268,16,0,69299,35889,33410,33301,31627,1419,699,477,379,191,235,46,38,455,432,33724,32033,1575,847,740,618,252,299,61,55,27069,25933,25115,24649,1260,610,191,138,157,206,28,23,318,307,25415,24940,1371,713,367,306,202,255,37,34,8820,7477,8186,6978,159,89,286,241,34,29,18,15,137,125,8309,7093,204,134,373,312,50,44,24,21
Day County,50,46,37,4,0,5764,2908,2856,2574,2517,9,4,269,272,5,16,0,0,51,47,2619,2563,25,14,303,309,12,19,1,2,2847,2825,2530,2493,9,4,255,267,5,16,0,0,48,45,2572,2537,24,13,287,302,12,19,1,2,61,31,44,24,0,0,14,5,0,0,0,0,3,2,47,26,1,1,16,7,0,0,0,0
De Baca County,50,35,11,4,0,1969,978,991,924,950,2,2,17,10,1,2,0,0,34,27,956,975,11,14,40,23,4,6,2,3,593,607,565,585,2,0,11,7,0,1,0,0,15,14,579,597,6,3,20,13,2,5,2,3,385,384,359,365,0,2,6,3,1,1,0,0,19,13,377,378,5,11,20,10,2,1,0,0
De Soto Parish,50,22,31,4,0,26769,12880,13889,7814,7956,4763,5610,121,132,21,35,4,6,157,150,7961,8097,4839,5685,197,207,36,48,10,12,12530,13530,7545,7692,4728,5566,95,104,17,31,3,5,142,132,7679,7819,4796,5631,162,171,29,42,8,7,350,359,269,264,35,44,26,28,4,4,1,1,15,18,282,278,43,54,35,36,7,6,2,5
De Witt County,50,17,39,4,0,16555,8227,8328,8012,8150,86,26,20,12,25,50,2,4,82,86,8089,8231,121,62,49,44,46,74,5,5,8042,8166,7844,7998,80,25,14,10,25,48,2,3,77,82,7916,8075,112,59,42,40,45,72,5,4,185,162,168,152,6,1,6,2,0,2,0,1,5,4,173,156,9,3,7,4,1,2,0,1
DeKalb County,300,125,312,24,0,948014,459884,488130,245070,243570,181886,211415,3395,2721,20718,20974,646,572,8169,8878,251760,250628,186159,216368,6748,6455,23132,23526,1039,1015,410737,447814,205130,211762,177434,206816,1192,1208,20282,20487,192,169,6507,7372,210445,217577,180800,210914,3666,4169,22379,22744,494,517,49147,40316,39940,31808,4452,4599,2203,1513,436,487,454,403,1662,1506,41315,33051,5359,5454,3082,2286,753,782,545,498
DeSoto County,100,40,60,8,0,198588,99407,99181,76334,74203,20147,21834,498,432,1061,1360,116,104,1251,1248,77472,75304,20814,22527,883,817,1345,1664,178,169,88108,91767,65928,67487,19843,21598,192,220,1018,1319,43,55,1084,1088,66915,68458,20422,22196,506,537,1272,1584,92,112,11299,7414,10406,6716,304,236,306,212,43,41,73,49,167,160,10557,6846,392,331,377,280,73,80,86,57
DeWitt County,50,48,123,4,0,20302,10579,9723,9192,8681,1160,816,88,68,27,43,7,0,105,115,9294,8790,1222,884,123,108,34,52,12,7,6958,6693,5779,5827,1069,726,23,26,23,38,1,0,63,76,5839,5899,1110,775,39,47,27,44,6,4,3621,3030,3413,2854,91,90,65,42,4,5,6,0,42,39,3455,2891,112,109,84,61,7,8,6,3
Deaf Smith County,50,48,117,4,0,19486,9690,9796,9269,9354,145,177,143,138,35,47,7,9,91,71,9350,9417,175,201,189,177,52,56,17,17,2938,3213,2752,3013,87,95,25,30,27,38,1,1,46,36,2792,3046,103,106,44,53,39,41,7,3,6752,6583,6517,6341,58,82,118,108,8,9,6,8,45,35,6558,6371,72,95,145,124,13,15,10,14
Dearborn County,50,18,29,4,0,50009,24910,25099,24346,24548,201,136,52,47,83,122,14,16,214,230,24556,24771,300,247,132,136,121,159,17,23,24640,24848,24106,24322,198,129,45,39,81,122,11,15,199,221,24302,24536,290,234,116,123,119,159,14,22,270,251,240,226,3,7,7,8,2,0,3,1,15,9,254,235,10,13,16,13,2,0,3,1
Decatur County,250,117,249,20,0,76401,37684,38717,31003,31592,5839,6322,158,169,256,259,46,21,382,354,31367,31924,5999,6486,330,328,320,316,63,29,36236,37635,29834,30725,5736,6242,74,93,232,246,22,9,338,320,30157,31027,5873,6389,226,237,290,299,39,14,1448,1082,1169,867,103,80,84,76,24,13,24,12,44,34,1210,897,126,97,104,91,30,17,24,15
Deer Lodge County,50,30,23,4,0,9262,4906,4356,4542,4128,33,11,199,98,16,19,3,1,113,99,4650,4226,61,30,275,168,32,31,6,2,4733,4257,4420,4054,31,10,166,81,14,18,1,1,101,93,4518,4146,53,26,235,148,28,29,4,2,173,99,122,74,2,1,33,17,2,1,2,0,12,6,132,80,8,4,40,20,4,2,2,0
Defiance County,50,39,39,4,0,39036,19293,19743,18459,18980,444,358,67,70,66,78,7,4,250,253,18699,19220,574,508,166,163,96,108,15,12,17484,18016,16798,17406,389,280,31,40,62,72,6,4,198,214,16988,17610,494,412,105,119,87,95,12,8,1809,1727,1661,1574,55,78,36,30,4,6,1,0,52,39,1711,1610,80,96,61,44,9,13,3,4
Del Norte County,50,6,15,4,0,28468,15816,12652,12341,10242,1037,49,1272,1228,489,500,23,19,654,614,12961,10821,1144,158,1685,1607,633,625,57,55,12249,10996,9295,9027,1008,34,979,972,462,475,19,11,486,477,9754,9476,1086,112,1274,1258,585,587,44,40,3567,1656,3046,1215,29,15,293,256,27,25,4,8,168,137,3207,1345,58,46,411,349,48,38,13,15
